Light	Light	e

SVALUR	svalur	lkensf
OG	og	c
SÖNGELSKUR	söngelskur	lkensf
FERÐAFÉLAGI	ferðafélagi	nken
!	!	pl

N1	N1	ta
ÞJÓNUSTUSTÖÐVAR	þjónustustöð	nvfn

Milljónamæringarnir	Milljónamæringur	nkfng
hafa	hafa	sfg3fn
sent	senda	sþghen
frá	frá	af
sér	sig	fpkfþ
nýtt	nýr	lheosf
lag	lag	nheo
sem	sem	ct
ber	bera	sfg3en
nafnið	nafn	nheog
«	«	pg
Við	ég	fp1fn
elskum	elska	sfg1fn
þig	þú	fp2eo
nú	nú	aa
samt	samt	aa
»	»	pg
.	.	pl

Lagið	lag	nheng
er	vera	sfg3en
eftir	eftir	af
Karl	Karl	nkeo-s
Olgeirsson	Olgeirsson	nkeo-s
en	en	c
textinn	texti	nkeng
er	vera	sfg3en
eftir	eftir	af
Stefán	Stefán	nkeo-s
Hilmarsson	Hilmarsson	nkeo-s
.	.	pl

Þó	þó	aa
svo	svo	aa
að	að	c
þetta	þessi	fahen
sé	vera	svg3en
ekta	ekta	lhenof
Millalag	Millalag	nhen-s
þá	þá	aa
er	vera	sfg3en
það	það	fphen
óvenjulegt	óvenjulegur	lhensf
að	að	af
því	sá	faheþ
leyti	leyti	nheþ
að	að	c
það	það	fphen
skartar	skarta	sfg3en
þó	þó	aa
nokkrum	nokkur	fokeþ
gítarleik	gítarleikur	nkeþ
sem	sem	ct
hljómsveitin	hljómsveit	nveng
notar	nota	sfg3en
sjaldan	sjaldan	aa
.	.	pl

Það	það	fphen
er	vera	sfg3en
Ómar	Ómar	nken-s
Guðjónsson	Guðjónsson	nken-s
sem	sem	ct
sér	sjá	sfg3en
um	um	af
gítarleikinn	gítarleikur	nkeog
.	.	pl

Plata	plata	nven
frá	frá	af
drengjunum	drengur	nkfþg
er	vera	sfg3en
svo	svo	aa
væntanleg	væntanlegur	lvensf
í	í	af
byrjun	byrjun	nveþ
ágúst	ágúst	nkee
og	og	c
auk	auk	af
þess	það	fphee
halda	halda	sfg3fn
Milljónamæringarnir	Milljónamæringur	nkfngs
sinn	sinn	fekeo
árlega	árlegur	lkeovf
Sparidansleik	Sparidansleikur	nkeo-s
á	á	af
Broadway	Broadway	n----s
laugardaginn	laugardagur	nkeog
eftir	eftir	af
verslunarmannahelgina	verslunarmannahelgi	nveog
,	,	pk
hinn	hinn	gkeo
11.	11.	ta
ágúst	ágúst	nkeo
.	.	pl

Þar	þar	aa
fá	fá	sfg3fn
nýju	nýr	lhfnvf
lögin	lag	nhfng
að	að	cn
hljóma	hljóma	sng
í	í	af
bland	bland	nheo
við	við	af
gömul	gamall	lhfosf
og	og	c
Laddi	Laddi	nken-s
verður	verða	sfg3en
sérstakur	sérstakur	lkensf
heiðursgestur	heiðursgestur	nken
.	.	pl

Nýtt	nýr	lhensf
lag	lag	nhen
frá	frá	af
Millunum	Milli	nvfþgs

Tónlistarhátíðin	tónlistarhátíð	nveng
Innipúkinn	Innipúki	nkengs
fer	fara	sfg3en
fram	fram	aa
í	í	af
Reykjavík	Reykjavík	nveþ-s
um	um	af
helgina	helgi	nveog
eins	eins	aa
og	og	c
undanfarin	undanfarinn	lhfosf
ár	ár	nhfo
.	.	pl

Í	í	af
þetta	þessi	faheo
skiptið	skipti	nheog
fer	fara	sfg3en
hátíðin	hátíð	nveng
fram	fram	aa
á	á	af
nýja	nýr	lkeþvf
tónleikastaðnum	tónleikastaður	nkeþg
Organ	Organ	n----s
í	í	af
Hafnarstræti	Hafnarstræti	nheþ-s
sem	sem	ct
verður	verða	sfg3en
þá	þá	aa
opnaður	opna	sþgken
með	með	af
pomp	pomp	nheþ
og	og	c
pragt	pragt	nveþ
.	.	pl

Hátíðin	hátíð	nveng
er	vera	sfg3en
sem	sem	c
fyrr	fyrr	aam
hugsuð	hugsa	sþgven
fyrir	fyrir	af
innipúka	innipúki	nkfo
sem	sem	ct
kjósa	kjósa	sfg3fn
að	að	cn
vera	vera	sng
heima	heima	aa
við	við	aa
um	um	af
verslunarmannahelgina	verslunarmannahelgi	nveog
og	og	c
láta	láta	sng
öðrum	annar	fokfþ
eftir	eftir	aa
að	að	cn
velkjast	velkja	snm
í	í	af
regnvotum	regnvotur	lhfþsf
tjöldum	tjald	nhfþ
með	með	af
Bubbalög	Bubbalag	nhfo-s
í	í	af
bakgrunni	bakgrunnur	nkeþ
.	.	pl

Meðal	meðal	af
þeirra	sá	favfe
hljómsveita	hljómsveit	nvfe
sem	sem	ct
koma	koma	sfg3fn
fram	fram	aa
eru	vera	sfg3fn
Seabear	Seabear	n----s
,	,	pk
Forgotten	Forgotten	n----s
Lores	Lores	e
,	,	pk
Mr.	Mr.	ks
Silla	Silla	n----s
og	og	c
Mongoose	Mongoose	e
,	,	pk
Ghostigital	Ghostigital	n----s
og	og	c
FM	FM	ks
Belfast	Belfast	n----s
.	.	pl

Miðasala	miðasala	nven
fer	fara	sfg3en
fram	fram	aa
í	í	af
versluninni	verslun	nveþg
12	12	ta
Tónum	Tónn	nkfþ-s
á	á	af
Skólavörðustíg	Skólavörðustígur	nkeþ-s
og	og	c
er	vera	sfg3en
afar	afar	aa
takmarkað	takmarkaður	lhensf
miðaframboð	miðaframboð	nhen
sökum	sökum	af
stærðar	stærð	nvee
staðarins	staður	nkeeg
.	.	pl

Innipúkar	innipúki	nkfn
gleðjast	gleðja	sfm3fn

Tónlistarkonan	tónlistarkona	nveng
Ragnheiður	Ragnheiður	nven-s
Gröndal	Gröndal	nven-s
,	,	pk
sem	sem	ct
er	vera	sfg3en
komin	koma	sþgven
heim	heim	aa
eftir	eftir	af
söng-	söngnám	kt
og	og	c
píanónám	píanónám	nheo
í	í	af
Bandaríkjunum	Bandaríki	nhfþgs
,	,	pk
heldur	halda	sfg3en
tónleika	tónleikar	nkfo
á	á	af
Domo	Domo	n----s
í	í	af
kvöld	kvöld	nheo
ásamt	ásamt	af
hljómsveitinni	hljómsveit	nveþg
Black	Black	n----s
Coffee	Coffee	e
.	.	pl

Sveitina	sveit	nveog
skipa	skipa	sfg3fn
gítarleikararnir	gítarleikari	nkfng
Ásgeir	Ásgeir	nken-s
Ásgeirsson	Ásgeirsson	nken-s
og	og	c
Eðvarð	Eðvarð	nken-s
Lárusson	Lárusson	nken-s
,	,	pk
Valdimar	Valdimar	nken-s
Kolbeinn	Kolbeinn	nken-s
Sigurjónsson	Sigurjónsson	nken-s
kontrabassaleikari	kontrabassaleikari	nken
og	og	c
trommarinn	trommari	nkeng
Erik	Erik	nken-s
Quick	Quick	n----s
.	.	pl

Munu	munu	sfg3fn
þau	það	fphfn
leika	leika	sng
tónlist	tónlist	nveo
úr	úr	af
ýmsum	ýmis	fovfþ
áttum	átt	nvfþ
auk	auk	af
frumsaminna	frumsaminn	lhfesf
laga	lag	nhfe
Ragnheiðar	Ragnheiður	nvee-s
.	.	pl

Tónleikarnir	tónleikar	nkfng
hefjast	hefja	sfm3fn
klukkan	klukka	nveng
21.30	21.30	ta
og	og	c
er	vera	sfg3en
aðgangseyrir	aðgangseyrir	nken
1.000	1.000	ta
krónur	króna	nvfn
.	.	pl

Þetta	þessi	fahen
verða	verða	sfg3fn
fyrstu	fyrstur	lkfnve
tónleikar	tónleikar	nkfn
Ragnheiðar	Ragnheiður	nvee-s
eftir	eftir	af
heimkomuna	heimkoma	nveog
,	,	pk
en	en	c
eins	eins	aa
og	og	c
kom	koma	sfg3eþ
fram	fram	aa
í	í	af
viðtali	viðtal	nheþ
í	í	af
Fréttablaðinu	Fréttablað	nheþgs
fyrir	fyrir	af
skemmstu	skammur	lheþse
aflýsti	aflýsa	sfg3eþ
hún	hún	fpven
nokkrum	nokkur	fokfþ
tónleikum	tónleikar	nkfþ
til	til	af
að	að	cn
jafna	jafna	sng
sig	sig	fpveo
eftir	eftir	af
mikla	mikill	lveosf
keyrslu	keyrsla	nveo
í	í	af
náminu	nám	nheþg
í	í	af
New	New	n----s
York	York	n----s
.	.	pl

Ragga	Ragga	nven-s
Gröndal	Gröndal	nven-s
snýr	snúa	sfg3en
aftur	aftur	aa

Birgitta	Birgitta	nven-s
Haukdal	Haukdal	nven-s
ætlar	ætla	sfg3en
að	að	cn
gefa	gefa	sng
út	út	aa
sína	sinn	feveo
fyrstu	fyrstur	lveove
sólóplötu	sólóplata	nveo
fyrir	fyrir	af
næstu	næstur	lhfove
jól	jól	nhfo
.	.	pl

Er	vera	sfg3en
hún	hún	fpven
nýbúin	nýbúinn	lvensf
að	að	cn
undirrita	undirrita	sng
útgáfusamning	útgáfusamningur	nkeo
við	við	af
Senu	Sena	nveo-s
þess	sá	fahee
efnis	efni	nhee
.	.	pl

«	«	pg
Ég	ég	fp1en
hef	hafa	sfg1en
það	það	fpheo
á	á	af
tilfinningunni	tilfinning	nveþg
að	að	c
núna	núna	aa
sé	vera	svg3en
minn	minn	feken
rétti	réttur	lkenvf
tími	tími	nken
.	.	pl

Þetta	þessi	fahen
verður	verða	sfg3en
mjög	mjög	aa
spennandi	spennandi	lhenof
,	,	pk
»	»	pg
segir	segja	sfg3en
Birgitta	Birgitta	nven-s
.	.	pl

«	«	pg
Ég	ég	fp1en
hef	hafa	sfg1en
ekki	ekki	aa
viljað	vilja	sþghen
gefa	gefa	sng
út	út	aa
plötu	plata	nveo
fyrr	fyrr	aam
en	en	c
rétti	réttur	lkenvf
tíminn	tími	nkeng
kæmi	koma	svg3eþ
.	.	pl

Ég	ég	fp1en
er	vera	sfg1en
svo	svo	aa
mikil	mikill	lvensf
tilfinningavera	tilfinningavera	nven
að	að	c
það	það	fphen
þarf	þurfa	sfg3en
allt	allur	fohen
að	að	cn
hafa	hafa	sng
sinn	sinn	fekeo
rétta	réttur	lkeovf
tíma	tími	nkeo
og	og	c
«	«	pg
móment	móment	nheo
»	»	pg
.	.	pl

Þessi	þessi	faven
plata	plata	nven
verður	verða	sfg3en
mjög	mjög	aa
ólík	ólíkur	lvensf
Írafári	Írafár	nheþ-s
.	.	pl

Hún	hún	fpven
verður	verða	sfg3en
mjög	mjög	aa
Birgittuleg	Birgittulegur	lvensf
og	og	c
ætti	eiga	svg3eþ
ekki	ekki	aa
að	að	cn
koma	koma	sng
neinum	neinn	fokeþ
á	á	af
óvart	óvar	lheosf
.	.	pl

Ég	ég	fp1en
er	vera	sfg1en
algjörlega	algjörlega	aa
samkvæm	samkvæmur	lvensf
sjálfri	sjálfur	fbveþ
mér	ég	fp1eþ
.	.	pl

Þetta	þessi	fahen
verður	verða	sfg3en
notaleg	notalegur	lvensf
plata	plata	nven
og	og	c
persónuleg	persónulegur	lvensf
,	,	pk
ég	ég	fp1en
er	vera	sfg1en
bara	bara	aa
þannig	þannig	aa
.	.	pl

Ég	ég	fp1en
vil	vilja	sfg1en
hafa	hafa	sng
það	sá	faheo
sem	sem	ct
ég	ég	fp1en
geri	gera	sfg1en
svolítið	svolítið	aa
persónulegt	persónulegur	lheosf
.	.	pl
»	»	pg

Vignir	Vignir	nken-s
Snær	Snær	nken-s
Vigfússon	Vigfússon	nken-s
,	,	pk
félagi	félagi	nken
Birgittu	Birgitta	nvee-s
úr	úr	af
Írafári	Írafár	nheþ-s
,	,	pk
tekur	taka	sfg3en
plötuna	plata	nveog
upp	upp	aa
með	með	af
henni	hún	fpveþ
auk	auk	af
þess	það	fphee
sem	sem	c
þau	það	fphfn
semja	semja	sfg3fn
nokkur	nokkur	fohfo
lög	lag	nhfo
saman	saman	aa
.	.	pl

«	«	pg
Við	ég	fp1fn
erum	vera	sfg1fn
svo	svo	aa
góðir	góður	lkfnsf
vinir	vinur	nkfn
.	.	pl

Það	það	fphen
er	vera	sfg3en
gott	góður	lhensf
að	að	cn
vinna	vinna	sng
með	með	af
fólki	fólk	nheþ
sem	sem	ct
maður	maður	nken
þekkir	þekkja	sfg3en
200%	200%	tp
,	,	pk
»	»	pg
segir	segja	sfg3en
Birgitta	Birgitta	nven-s
,	,	pk
sem	sem	ct
á	eiga	sfg3en
sjálf	sjálfur	fbven
nokkur	nokkur	fohfo
lög	lag	nhfo
á	á	af
plötunni	plata	nveþg
,	,	pk
þar	þar	aa
á	á	aa
meðal	meðal	aa
fyrsta	fyrstur	lheove
lagið	lag	nheog
sem	sem	ct
hún	hún	fpven
samdi	semja	sfg3eþ
þegar	þegar	c
hún	hún	fpven
var	vera	sfg3eþ
níu	níu	tfhfe
ára	ár	nhfe
.	.	pl

«	«	pg
Ég	ég	fp1en
samdi	semja	sfg1eþ
það	það	fpheo
á	á	af
þverflautu	þverflauta	nveo
og	og	c
tónlistarkennarinn	tónlistarkennari	nkeng
minn	minn	feken
var	vera	sfg3eþ
mjög	mjög	aa
hamingjusamur	hamingjusamur	lkensf
með	með	af
það	það	fpheo
.	.	pl

Hann	hann	fpken
lét	láta	sfg3eþ
mig	ég	fp1eo
spila	spila	sng
það	það	fpheo
á	á	af
messum	messa	nvfþ
og	og	c
á	á	af
skólaskemmtunum	skólaskemmtun	nvfþ
úti	úti	aa
um	um	af
allt	allur	foheo
.	.	pl

Ég	ég	fp1en
vildi	vilja	sfg1eþ
að	að	c
þetta	þessi	fahen
lag	lag	nhen
væri	vera	svg3eþ
á	á	af
plötunni	plata	nveþg
sama	samur	fbhen
hvort	hvort	c
mönnum	maður	nkfþ
fyndist	finna	svm3eþ
það	það	fphen
gott	góður	lhensf
eða	eða	c
ekki	ekki	aa
.	.	pl

Það	það	fphen
er	vera	sfg3en
í	í	af
miklu	mikill	lheþsf
uppáhaldi	uppáhald	nheþ
hjá	hjá	af
mér	ég	fp1eþ
því	það	fpheþ
þarna	þarna	aa
fattaði	fatta	sfg1eþ
ég	ég	fp1en
að	að	c
ég	ég	fp1en
gæti	geta	svg1eþ
kannski	kannski	aa
eitthvað	einhver	foheo
í	í	af
tónlistinni	tónlist	nveþg
.	.	pl
»	»	pg

Platan	plata	nveng
verður	verða	sfg3en
sungin	syngja	sþgven
á	á	af
íslensku	íslenska	nveþ
enda	enda	c
er	vera	sfg3en
Birgitta	Birgitta	nven-s
ekkert	enginn	fohen
að	að	cn
velta	velta	sng
fyrir	fyrir	af
sér	sig	fpveþ
frægð	frægð	nveþ
og	og	c
frama	frami	nkeþ
í	í	af
útlöndum	útland	nhfþ
.	.	pl

«	«	pg
Mér	ég	fp1eþ
þykir	þykja	sfg3en
svo	svo	aa
vænt	vænn	lhensf
um	um	af
íslenska	íslenskur	lkeovf
markaðinn	markaður	nkeog
að	að	c
ég	ég	fp1en
þarf	þurfa	sfg1en
ekkert	enginn	fohen
að	að	cn
leita	leita	sng
lengra	langt	aam
.	.	pl

Ég	ég	fp1en
hef	hafa	sfg1en
enga	enginn	foveo
löngun	löngun	nveo
til	til	af
að	að	cn
gera	gera	sng
neitt	neinn	foheo
á	á	af
ensku	enska	nveþ
í	í	af
þeirri	sá	faveþ
von	von	nveþ
að	að	c
einhver	einhver	foken
uppgötvi	uppgötva	svg3en
mig	ég	fp1eo
úti	úti	aa
í	í	af
heimi	heimur	nkeþ
.	.	pl

Ég	ég	fp1en
vil	vilja	sfg1en
gera	gera	sng
þetta	þessi	faheo
á	á	af
Íslandi	Ísland	nheþ-s
því	það	fpheþ
þar	þar	aa
er	vera	sfg1en
ég	ég	fp1en
sátt	sáttur	lvensf
,	,	pk
»	»	pg
segir	segja	sfg3en
hún	hún	fpven
.	.	pl

Þrátt	þrátt	aa
fyrir	fyrir	af
að	að	c
sólóferill	sólóferill	nken
sé	vera	svg3en
í	í	af
vændum	vænd	nvfþ
ætlar	ætla	sfg3en
Birgitta	Birgitta	nven-s
að	að	cn
halda	halda	sng
áfram	áfram	aa
að	að	cn
syngja	syngja	sng
með	með	af
Stuðmönnum	Stuðmaður	nkfþ-s
eins	eins	aa
og	og	c
hún	hún	fpven
hefur	hafa	sfg3en
gert	gera	sþghen
undanfarið	undanfarið	aa
eitt	einn	tfheo
og	og	c
hálft	hálfur	lheosf
ár	ár	nheo
með	með	af
góðum	góður	lkeþsf
árangri	árangur	nkeþ
.	.	pl

«	«	pg
Það	það	fphen
er	vera	sfg3en
búið	búinn	lhensf
að	að	cn
vera	vera	sng
alveg	alveg	aa
meiri	mikill	lkeevm
háttar	háttur	nkee
og	og	c
ólíkt	ólíkur	lhensf
öllu	allur	foheþ
því	sá	faheþ
sem	sem	ct
ég	ég	fp1en
hef	hafa	sfg1en
gert	gera	sþghen
áður	áður	aa
.	.	pl

Við	ég	fp1fn
höldum	halda	sfg1fn
því	sá	faheþ
starfi	starf	nheþ
áfram	áfram	aa
,	,	pk
»	»	pg

segir	segja	sfg3en
Birgitta	Birgitta	nven-s
,	,	pk
sem	sem	ct
segist	segja	sfm3en
samt	samt	aa
ekki	ekki	aa
líta	líta	sng
á	á	af
sig	sig	fpveo
sem	sem	c
Stuðmann	Stuðmaður	nkeo-s
.	.	pl

«	«	pg
Ég	ég	fp1en
mun	munu	sfg1en
aldrei	aldrei	aa
verða	verða	sng
Stuðmaður	Stuðmaður	nken-s
en	en	c
ég	ég	fp1en
get	geta	sfg1en
kallað	kalla	sþghen
mig	ég	fp1eo
Stuðkonu	Stuðkona	nveo-s
.	.	pl

Ragga	Ragga	nven-s
er	vera	sfg3en
Stuðmaðurinn	Stuðmaður	nkengs
.	.	pl
»	»	pg

YNGSTI	ungur	lkenve
OG	og	c
KLÁRASTI	klár	lkenve
EINKASPÆJARI	einkaspæjari	nken
HEIMS	heimur	nkee
ER	vera	sfg3en
NÚ	nú	aa
MÆTT	mæta	sþgven
Á	á	af
HVÍTA	hvítur	lheovf
TJALDIÐ	tjald	nheog
.	.	pl

BYGGT	byggja	sþghen
Á	á	af
HINUM	hinn	gvfþ
FRÁBÆRU	frábær	lvfþvf
NANCY	Nancy	n----s
DREW	Drew	n----s
BÓKUM	bók	nvfþ
.	.	pl

ÓVÆNTASTA	óvæntur	lvenve
STELPUMYND	stelpumynd	nven
ÁRSINS	ár	nheeg
!	!	pl

Tónlistarmaðurinn	tónlistarmaður	nkeng
Rigning	Rigning	nven-s
heldur	halda	sfg3en
útgáfutónleika	útgáfutónleikar	nkfo
á	á	af
Barnum	Bar	nkeþgs
í	í	af
kvöld	kvöld	nheo
í	í	af
tilefni	tilefni	nheþ
af	af	af
útkomu	útkoma	nveþ
sinnar	sinn	fevee
fimmtu	fimmti	lveevf
sólóplötu	sólóplata	nvee
,	,	pk
Askja	Askja	nven-s
Pandóru	Pandóra	nvee-s
.	.	pl

Aðeins	aðeins	aa
nokkrir	nokkur	fokfn
mánuðir	mánuður	nkfn
eru	vera	sfg3fn
liðnir	líða	sþgkfn
síðan	síðan	aa
síðasta	síðari	lvenve
sólóplata	sólóplata	nven
kappans	kappi	nkeeg
kom	koma	sfg3eþ
út	út	aa
,	,	pk
þannig	þannig	aa
að	að	c
afköst	afkast	nhfn
hans	hann	fpkee
eru	vera	sfg3fn
í	í	af
miklu	mikill	lheþsf
hámarki	hámark	nheþ
um	um	af
þessar	þessi	favfo
mundir	mund	nvfo
.	.	pl

«	«	pg
Þessi	þessi	faven
plata	plata	nven
varð	verða	sfg3eþ
eiginlega	eiginlega	aa
til	til	aa
fyrir	fyrir	af
tilviljun	tilviljun	nveo
.	.	pl

Þetta	þessi	fahen
eru	vera	sfg3fn
lög	lag	nhfn
sem	sem	ct
ég	ég	fp1en
er	vera	sfg1en
búinn	búinn	lkensf
að	að	cn
vera	vera	sng
að	að	cn
vinna	vinna	sng
síðustu	síðari	lhfove
ár	ár	nhfo
en	en	c
átti	eiga	sfg1eþ
eftir	eftir	aa
að	að	cn
gefa	gefa	sng
út	út	aa
,	,	pk
»	»	pg
segir	segja	sfg3en
Rigning	Rigning	nven-s
,	,	pk
eða	eða	c
Jói	Jói	nken-s
eins	eins	aa
og	og	c
hann	hann	fpken
heitir	heita	sfg3en
réttu	réttur	lheþsf
nafni	nafn	nheþ
.	.	pl

Askja	Askja	nven-s
Pandóru	Pandóra	nvee-s
er	vera	sfg3en
önnur	annar	lvensf
platan	plata	nveng
sem	sem	ct
Rigning	Rigning	nven-s
gefur	gefa	sfg3en
út	út	aa
á	á	af
íslensku	íslenska	nveþ
.	.	pl

Hann	hann	fpken
segir	segja	sfg3en
það	það	fpheo
svipað	svipaður	lheosf
að	að	cn
semja	semja	sng
texta	texti	nkfo
á	á	af
íslensku	íslenska	nveþ
og	og	c
ensku	enska	nveþ
.	.	pl

«	«	pg
Það	það	fphen
er	vera	sfg3en
mismunandi	mismunandi	lhenof
eftir	eftir	af
málefnum	málefni	nhfþ
hvort	hvort	c
ég	ég	fp1en
syng	syngja	sfg1en
á	á	af
ensku	enska	nveþ
eða	eða	c
íslensku	íslenska	nveþ
.	.	pl

Það	það	fphen
er	vera	sfg3en
mikið	mikill	lhensf
frjálsræði	frjálsræði	nhen
að	að	cn
geta	geta	sng
flakkað	flakka	sþghen
á	á	aa
milli	milli	aa
,	,	pk
»	»	pg
segir	segja	sfg3en
hann	hann	fpken
.	.	pl

Rigning	Rigning	nven-s
er	vera	sfg3en
með	með	af
mörg	margur	lhfosf
járn	járn	nhfo
í	í	af
eldinum	eldur	nkeþg
um	um	af
þessar	þessi	favfo
mundir	mund	nvfo
því	það	fpheþ
hann	hann	fpken
hyggur	hyggja	sfg3en
á	á	af
útgáfu	útgáfa	nveo
annarrar	annar	fovee
plötu	plata	nvee
með	með	af
Birki	Birkir	nkeþ-s
úr	úr	af
Forgotten	Forgotten	n----s
Lores	Lores	e
eftir	eftir	af
tvo	tveir	tfkfo
mánuði	mánuður	nkfo
auk	auk	af
þess	það	fphee
sem	sem	c
hann	hann	fpken
kemur	koma	sfg3en
fram	fram	aa
á	á	af
Iceland	Iceland	n----s
Airwaveshátíðinni	Airwaveshátíð	nveþgs
í	í	af
haust	haust	nheo
með	með	af
hljómsveitinni	hljómsveit	nveþg
Audio	Audio	n----s
Improvement	Improvement	e
.	.	pl

Askja	Askja	nven-s
Pandóru	Pandóra	nvee-s
,	,	pk
sem	sem	ct
er	vera	sfg3en
gefin	gefa	sþgven
út	út	aa
í	í	af
veglegum	veglegur	lvfþsf
umbúðum	umbúð	nvfþ
,	,	pk
er	vera	sfg3en
ellefta	ellefti	lvenvf
platan	plata	nveng
sem	sem	ct
kemur	koma	sfg3en
út	út	aa
á	á	af
vegum	vegur	nkfþ
útgáfufyrirtækisins	útgáfufyrirtæki	nheeg
Triangle	Triangle	n----s
Productions	Productions	e
.	.	pl

Á	á	af
útgáfutónleikunum	útgáfutónleikar	nkfþg
í	í	af
kvöld	kvöld	nheo
koma	koma	sfg3fn
einnig	einnig	aa
fram	fram	aa
Beatmakin	Beatmakin	n----s
Troopa	Troopa	e
og	og	c
Awful	Awful	n----s
Truth	Truth	e
,	,	pk
sem	sem	ct
eru	vera	sfg3fn
einnig	einnig	aa
á	á	af
vegum	vegur	nkfþ
Triangle	Triangle	n----s
Productions	Productions	e
.	.	pl

Tónleikarnir	tónleikar	nkfng
hefjast	hefja	sfm3fn
klukkan	klukka	nveng
22	22	ta
og	og	c
er	vera	sfg3en
aðgangur	aðgangur	nken
ókeypis	ókeypis	aa
.	.	pl

Rignir	rigna	sfg3en
niður	niður	aa
plötum	plata	nvfþ

Rokkstjörnurnar	rokkstjarna	nvfng
Magni	Magni	nken-s
Ásgeirsson	Ásgeirsson	nken-s
og	og	c
hinn	hinn	gken
ástralski	ástralskur	lkenvf
Toby	Toby	n----s
Rand	Rand	n----s
halda	halda	sfg3fn
tónleika	tónleikar	nkfo
á	á	af
Gauki	Gaukur	nkeþ-s
á	á	af
Stöng	Stöng	nveþ-s
í	í	af
kvöld	kvöld	nheo
ásamt	ásamt	af
hljómsveitinni	hljómsveit	nveþg
Á	á	aa
móti	móti	af
sól	sól	nveþ
.	.	pl

Um	um	af
er	vera	sfg3en
að	að	cn
ræða	ræða	sng
nokkurs	nokkur	fokee
konar	konar	nkee
upphitun	upphitun	nveo
fyrir	fyrir	af
þjóðhátíð	þjóðhátíð	nveo
í	í	af
Eyjum	Eyja	nvfþ-s
,	,	pk
þar	þar	aa
sem	sem	c
Á	á	aa
móti	móti	af
sól	sól	nveþ
ætlar	ætla	sfg3en
að	að	cn
spila	spila	sng
um	um	af
verslunarmannahelgina	verslunarmannahelgi	nveog
.	.	pl

Toby	Toby	n----s
kemur	koma	sfg3en
til	til	af
landsins	land	nheeg
ásamt	ásamt	af
félaga	félagi	nkeþ
sínum	sinn	fekeþ
úr	úr	af
hljómsveitinni	hljómsveit	nveþg
Juke	Juke	n----s
Kartel	Kartel	n----s
,	,	pk
gagngert	gagngert	aa
til	til	af
að	að	cn
upplifa	upplifa	sng
þjóðhátíðarstemninguna	þjóðhátíðarstemning	nveog
sem	sem	ct
Magni	Magni	nken-s
hefur	hafa	sfg3en
dásamað	dásama	sþghen
svo	svo	aa
mjög	mjög	aa
í	í	af
hans	hann	fpkee
eyru	eyra	nhfo
og	og	c
hver	hver	fsken
veit	vita	sfg3en
nema	nema	c
þeir	hann	fpkfn
félagar	félagi	nkfn
taki	taka	svg3fn
lagið	lag	nheog
með	með	aa
Á	á	aa
móti	móti	af
sól	sól	nveþ
í	í	af
Eyjum	Eyja	nvfþ-s
.	.	pl

Hita	hita	sfg3fn
upp	upp	aa
fyrir	fyrir	af
Eyjar	Eyja	nvfo-s

Valsmenn	Valsmaður	nkfn-s
náðu	ná	sfg3fþ
ekki	ekki	aa
toppsætinu	toppsæti	nheþg
«	«	pg
Það	það	fphen
hefur	hafa	sfg3en
vissulega	vissulega	aa
gengið	ganga	sþghen
ágætlega	ágætlega	aa
en	en	c
persónulega	persónulega	aa
finnst	finna	sfm3en
mér	ég	fp1eþ
frammistaða	frammistaða	nven
mín	minn	feven
hafa	hafa	sng
verið	vera	sþghen
fullkomlega	fullkomlega	aa
eðlileg	eðlilegur	lvensf
.	.	pl

Ég	ég	fp1en
vissi	vita	sfg1eþ
alltaf	alltaf	aa
að	að	c
ég	ég	fp1en
gæti	geta	svg1eþ
þetta	þessi	faheo
,	,	pk
en	en	c
ég	ég	fp1en
hefði	hafa	svg1eþ
nú	nú	aa
samt	samt	aa
viljað	vilja	sþghen
vera	vera	sng
búinn	búinn	lkensf
að	að	cn
fá	fá	sng
á	á	af
mig	ég	fp1eo
færri	fár	lhfovm
mörk	mark	nhfo
.	.	pl

En	en	c
maður	maður	nken
ver	verja	sfg3en
víst	víst	aa
ekki	ekki	aa
öll	allur	fohfo
skot	skot	nhfo
,	,	pk
»	»	pg
segir	segja	sfg3en
Stefán	Stefán	nken-s
Logi	Logi	nken-s
,	,	pk
en	en	c
óhætt	óhætt	lhensf
er	vera	sfg3en
að	að	cn
fullyrða	fullyrða	sng
að	að	c
hann	hann	fpken
hafi	hafa	svg3en
bjargað	bjarga	sþghen
stiginu	stig	nheþg
fyrir	fyrir	af
KR-inga	KR-ingur	nkfo-s
í	í	af
leiknum	leikur	nkeþg
gegn	gegn	af
Blikum	Bliki	nkfþ-s
á	á	af
miðvikudagskvöldið	miðvikudagskvöld	nheog
.	.	pl

Markvarsla	markvarsla	nven
Stefáns	Stefán	nkee-s
í	í	af
aukaspyrnu	aukaspyrna	nveþ
Nenad	Nenad	n----s
Petrovic	Petrovic	n----s
,	,	pk
leikmanni	leikmaður	nkeþ
Blika	Bliki	nkfe-s
,	,	pk
undir	undir	af
lok	lok	nhfo
leiksins	leikur	nkeeg
var	vera	sfg3eþ
á	á	af
heimsmælikvarða	heimsmælikvarði	nkeþ
og	og	c
strax	strax	aa
í	í	af
kjölfarið	kjölfar	nheog
varði	verja	sfg3eþ
hann	hann	fpken
skot	skot	nheo
frá	frá	af
Prince	Prince	n----s
Raijcomar	Raijcomar	n----s
,	,	pk
